id,created_at,query,weather_location,temperatureC,humidityPercent,heatIndexC,heatLevel,summary,actions,safetyTips,confidenceScore,source
fbf66e34-9ac9-44be-b8bd-c3970f6d4ffc,2026-05-19T22:07:48.068Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
8c923cff-a0a2-4d89-818f-8cf2ada23bf8,2026-05-19T22:08:35.060Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
567309b2-329f-4211-9352-a44fe49a77a9,2026-05-19T22:15:50.718Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
41fcf60f-1306-4818-9846-3fbc39ec1886,2026-05-19T22:16:34.754Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
3f08732b-9c1e-40c0-8b10-730a7a892068,2026-05-19T22:16:46.247Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.3°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Outdoor safety depends on current heat level (caution) at 31.3°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
94bf1cb5-7498-4cba-ba98-21dd686cbb29,2026-05-19T22:16:48.025Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
32139e48-b2cc-46f9-8e31-c55cadaf6dbb,2026-05-19T22:17:34.630Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ab162a4a-5385-4de4-a500-f909bd8f61b1,2026-05-19T22:17:45.908Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.3°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Outdoor safety depends on current heat level (caution) at 31.3°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
f034b6a0-1ec9-42ec-9637-ed6a4defe223,2026-05-19T22:17:47.780Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
557cbf5f-a71c-4c90-8f2b-f03e33ff9bea,2026-05-19T22:18:34.678Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
5b8f1227-a2a5-4438-bb11-43aac6cba651,2026-05-19T22:18:45.805Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.3°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.4,85,31.3,caution,"Outdoor safety depends on current heat level (caution) at 31.3°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
dc2b0354-c3be-439f-ab1c-8b61bc067584,2026-05-19T22:30:45.554Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.4°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Outdoor safety depends on current heat level (caution) at 31.4°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
f137051b-fd75-4e57-ac42-c24f8af08306,2026-05-19T22:30:46.282Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
321d50fa-6954-4c43-9556-512a2c60d90e,2026-05-19T22:30:47.718Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
4a7f008e-c053-458d-8644-5c6e569c4a33,2026-05-19T22:31:45.522Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.4°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Outdoor safety depends on current heat level (caution) at 31.4°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
468d5170-460f-43ab-89eb-cd6234dbfb85,2026-05-19T22:31:47.528Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
d0b5556e-b94a-43cc-8b66-1133fb2e70ee,2026-05-19T22:31:48.554Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
63c73697-25b6-429f-98c2-7f41e87783c6,2026-05-19T22:32:45.666Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.4°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Outdoor safety depends on current heat level (caution) at 31.4°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
d1884cfb-d359-4517-97e9-997395f36d0d,2026-05-19T22:32:47.048Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
3d93f7f2-aa8e-424e-af69-8702f791c253,2026-05-19T22:32:48.536Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,80,31.4,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
51867704-5ed6-4012-a349-297717973d5a,2026-05-19T22:40:45.722Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.2°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Outdoor safety depends on current heat level (caution) at 31.2°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
89ce51e7-fc58-46f4-b9b2-19a69f88fb05,2026-05-19T22:40:49.045Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
912a426a-a837-47fb-a581-67b6c15391a2,2026-05-19T22:41:46.209Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.2°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Outdoor safety depends on current heat level (caution) at 31.2°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
b98f537b-573c-498a-97fa-939cd81ff9be,2026-05-19T22:41:47.648Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
e2579b6c-b312-47fc-bc87-9d7f2dcd8803,2026-05-19T22:41:49.104Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
44585506-a200-4ccf-8943-b54aa43d9e7a,2026-05-19T22:42:45.742Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.7°C, heat index is 31.2°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Outdoor safety depends on current heat level (caution) at 31.2°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
e14bd766-ef64-46f5-8f91-7619b3dfbd25,2026-05-19T22:42:47.617Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
3fe403cd-2873-479c-8fb0-a275231966b4,2026-05-19T22:42:48.816Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
dbdd0bd4-ced8-42aa-b83d-2c0fc4507d46,2026-05-19T22:43:46.990Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.7,79,31.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
c4214dec-90d7-4ee6-b14f-7a543966592f,2026-05-19T22:47:46.193Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
fc29431a-b1b8-4534-b57b-3b6a0c916639,2026-05-19T22:47:48.066Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
48046133-bdbd-48ba-a5ae-d993e4094896,2026-05-19T22:48:03.716Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
3af02052-6ec0-45ed-8621-60b01034e844,2026-05-19T22:48:46.012Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
8329c330-d080-4fa0-a7b3-2349d35f5951,2026-05-19T22:48:47.996Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
10288967-25ef-4cb4-8287-34f2c79119eb,2026-05-19T22:49:02.374Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
52787b80-bc58-4f45-b787-5ac79be4e398,2026-05-19T22:49:45.896Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
a83f29e2-157f-42cc-aa42-a6d9e053cc07,2026-05-19T22:49:48.428Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
46fac24f-8121-4c5b-99c2-9142ca4df1d3,2026-05-19T22:50:02.321Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
695b121c-f305-4eca-a23b-569edd33829e,2026-05-19T22:57:45.984Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
e2707a67-ec2a-4bcb-b51d-fe262db3bb13,2026-05-19T22:58:45.956Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
c0b97974-1017-494b-8017-10bad5b02d32,2026-05-19T22:58:48.421Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
0a49c100-e47a-4d95-9f4b-b73de41ecdcc,2026-05-19T22:58:48.750Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
21a74324-069b-4233-a827-3dfa0db55ea4,2026-05-19T22:59:45.663Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.8°C, heat index is 31.5°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Outdoor safety depends on current heat level (caution) at 31.5°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
f870e37e-4ce0-4bf5-95f0-2685df87deb2,2026-05-19T22:59:48.198Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
0dd93c9e-66c1-49ad-8f76-ff250645a4a5,2026-05-19T22:59:48.914Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
8f7ce437-2d75-4efa-928d-b0b7f5793239,2026-05-19T23:00:48.104Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
0851c902-b984-4cd2-87ff-365826dd7370,2026-05-19T23:00:48.322Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.8,79,31.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
6eaf2fbf-1fe0-4470-b12b-3ba25856c438,2026-05-19T23:03:46.316Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.9°C, heat index is 31.9°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Outdoor safety depends on current heat level (caution) at 31.9°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
a1d43578-4232-425d-983c-772f8c18dcfb,2026-05-19T23:03:49.353Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",0.95,"python"
e967730d-f9dc-4a9e-b9af-d6fa21e55baf,2026-05-19T23:03:49.564Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",0.95,"python"
6e6e2b14-e0ea-4a2f-a777-de1830c7baa3,2026-05-19T23:04:45.918Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.9°C, heat index is 31.9°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Outdoor safety depends on current heat level (caution) at 31.9°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
1bb8d522-7250-4cea-b902-86c19fefc6e8,2026-05-19T23:04:47.499Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",0.95,"python"
de2fd6f7-f894-4a4c-8683-8f16399afc70,2026-05-19T23:04:48.342Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",0.95,"python"
3bc100e9-8e38-48e2-a7e1-2801f1b79695,2026-05-19T23:05:45.823Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.9°C, heat index is 31.9°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Outdoor safety depends on current heat level (caution) at 31.9°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
2474b422-8e65-421b-9a74-a0eaf421138b,2026-05-19T23:05:47.888Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",0.95,"python"
5a78d4a7-6ffb-4f01-b1e6-94ab17202115,2026-05-19T23:05:48.033Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",0.95,"python"
37a21bf7-a45d-4326-b635-6a00dec8e19d,2026-05-19T23:13:46.382Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.9°C, heat index is 31.9°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Outdoor safety depends on current heat level (caution) at 31.9°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
d84db93a-8103-4d0d-a08b-c880277c6c68,2026-05-19T23:14:26.761Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.9,80,31.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",0.95,"python"
